price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold,day_sold,house_age,was_renovated,years_since_update,log_price,xgb_pred_log,price_pred_xgb,alpha,residual_log,id
525000,4,1.0,1570,4000,1.5,0,0,3,7,1570,0,98102,47.6275,-122.321,1610,4000,2014,9,26,105,0,105,13.171155446333852,13.305509567260742,600493.9838994698,0.8742801994297607,-0.1343541209268899,2663000050
435000,2,1.0,1120,88327,1.5,0,0,4,6,1120,0,98010,47.3205,-121.867,1640,136662,2014,8,27,53,0,53,12.983103608918752,12.399264335632324,242622.0626861753,1.792911968449712,0.5838392732864293,1221079058
200000,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,98106,47.5352,-122.361,1525,6026,2015,1,6,78,0,78,12.206077645517674,12.532600402832031,277228.344984417,0.7214269522520937,-0.3265227573143576,7831800505
922755,4,3.5,3560,4951,2.0,0,0,3,9,3560,0,98074,47.6178,-122.055,3540,5500,2014,11,4,11,0,11,13.735120123174005,13.71627712249756,905530.3002277756,1.019021671354224,0.0188430006764459,293070270
329000,4,1.0,1120,3844,1.0,0,0,3,7,1120,0,98133,47.7038,-122.352,1480,3844,2014,12,24,53,0,53,12.703816069256568,12.785382270812988,356960.1641007988,0.9216714723021492,-0.08156620155642,6145600955
1901000,3,2.5,2660,13367,2.0,0,2,3,10,2660,0,98004,47.6501,-122.217,2660,13367,2014,6,4,33,0,33,14.457891147509354,14.002728462219238,1205889.024990274,1.5764303021294457,0.4551626852901158,9808700405
424000,3,1.0,1580,13912,1.0,0,0,4,8,1580,0,98155,47.7552,-122.276,2130,16420,2014,10,9,70,0,70,12.95749109270188,13.001514434814451,443082.9058487578,0.9569315232051142,-0.0440233421125739,4022300035
649000,3,2.0,1530,1442,3.0,0,0,3,9,1530,0,98107,47.6692,-122.372,1620,1456,2015,4,2,10,0,10,13.38318953651709,13.374439239501951,643345.8224306676,1.008788706434698,0.0087502970151369,2768100510
760000,3,2.5,2050,15020,1.0,0,2,3,9,1600,450,98177,47.759,-122.371,2930,15050,2014,7,21,65,0,65,13.541075028051122,13.555299758911133,770888.0659894691,0.9858759442909604,-0.0142247308600111,258500059
739000,4,3.0,2720,3800,2.0,0,0,5,8,1800,920,98115,47.6756,-122.306,1940,4001,2014,6,6,106,0,106,13.513054553109397,13.58726978302002,795931.5961360063,0.9284717475567108,-0.0742152299106226,8824900120
447500,2,1.0,1180,5100,1.5,0,0,3,7,1180,0,98103,47.6947,-122.346,980,5100,2015,3,18,99,0,99,13.011434051331422,13.067265510559082,473195.2614852561,0.9456983964619504,-0.0558314592276598,5540800130
289500,3,2.25,2120,3400,2.0,0,0,3,7,2120,0,98092,47.3364,-122.17,2420,3400,2015,2,20,23,0,23,12.575914030220655,12.486701011657717,264791.2967126997,1.093313880003048,0.0892130185629405,2111010940
832500,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,98075,47.5822,-121.987,3240,35020,2014,11,5,39,0,39,13.632189702037216,13.604772567749023,809985.2634078047,1.027796476811776,0.0274171342881928,3276920270
710000,3,1.0,1400,2250,1.5,0,0,3,7,1400,0,98119,47.6373,-122.358,1630,3600,2015,3,27,116,0,116,13.47302165746721,13.31410026550293,605674.8769841604,1.1722460795060647,0.1589213919642809,1794500870
355000,3,1.0,1240,5400,1.0,0,0,4,7,1060,180,98133,47.7115,-122.355,1429,5400,2014,12,10,85,0,85,12.779875885354992,12.890192031860352,396404.133580673,0.8955507017379606,-0.1103161465053581,8911000030
715000,3,2.5,3050,6000,1.0,0,3,3,8,1720,1330,98177,47.7701,-122.389,2340,7200,2015,4,9,41,0,41,13.480039220276565,13.492344856262209,723852.9006065401,0.9877697518389136,-0.0123056359856423,7277100640
487000,3,1.75,1430,12632,1.0,0,0,3,7,1430,0,98008,47.6371,-122.123,1750,10350,2015,5,6,66,0,66,13.096021455450709,13.063887596130373,471599.5416258456,1.0326557958921272,0.0321338593203375,2325059101
475000,3,3.25,1380,1121,3.0,0,0,3,8,1380,0,98103,47.6617,-122.349,1310,1405,2014,7,11,17,0,17,13.07107218827772,13.127888679504396,502769.2973671077,0.9447673167145858,-0.0568164912266748,9521100867
343000,3,3.25,1210,1173,2.0,0,0,3,8,1000,210,98133,47.7114,-122.356,1650,1493,2014,11,6,23,0,23,12.745488641595722,12.745603561401367,343039.4198732748,0.9998850864623974,-0.0001149198056449,8910500238
218500,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,98002,47.3098,-122.21,1502,6798,2015,3,16,76,0,76,12.294545870166347,12.408638954162598,244907.2560175101,0.8921744645425201,-0.1140930839962504,16000435
221000,3,2.5,1320,1780,2.0,0,0,3,7,880,440,98118,47.528,-122.269,3040,6000,2014,10,22,20,0,20,12.30592250537653,12.457788467407228,257245.09335680064,0.8591028777892822,-0.1518659620306959,3336000052
607010,4,2.5,2180,4000,2.0,0,0,3,8,1700,480,98118,47.5553,-122.269,2180,4000,2014,11,18,23,0,23,13.316302191788472,13.149497032165527,513751.5622692405,1.1815243876219803,0.166805159622946,1231000520
323000,3,1.5,1720,7110,1.0,0,0,3,8,1720,0,98106,47.5417,-122.355,1730,6840,2015,4,1,70,0,70,12.685410698175234,13.0528564453125,466425.8333674309,0.6925002366786877,-0.3674457471372658,3438502731
725000,4,2.5,2990,29170,2.0,0,3,3,9,2990,0,98059,47.5146,-122.117,3715,29170,2014,7,22,26,0,26,13.493928313146206,13.428003311157228,678745.7154871104,1.0681467056918283,0.0659250019889796,4309710240
595000,4,2.5,2030,10722,1.0,0,0,3,7,1100,930,98115,47.6955,-122.301,1610,9134,2015,4,23,58,0,58,13.296318365198625,13.179811477661133,529564.1503188327,1.1235654823721934,0.1165068875374899,5652601425
580000,3,2.5,1820,374616,2.0,0,0,3,7,1820,0,98014,47.6539,-121.959,1870,220654,2014,12,18,26,0,26,13.270785106659046,13.120062828063965,498850.0474475749,1.1626740399597804,0.1507222785950812,1825079046
615000,2,1.75,2040,28593,1.5,1,3,4,7,2040,0,98070,47.3979,-122.465,2040,35124,2014,5,12,106,1,35,13.329379172803591,13.361799240112305,635265.0967591518,0.9680997793479674,-0.0324200673087116,594000115
1050000,3,4.0,4380,42769,2.0,0,0,5,11,4380,0,98052,47.7167,-122.109,3630,35425,2014,5,23,42,0,42,13.864301674514206,14.015780448913574,1221731.4481982249,0.8594360090742613,-0.1514787743993686,5701700011
487000,4,2.25,2400,7000,1.0,0,0,4,8,1800,600,98034,47.7207,-122.184,2210,7210,2015,1,29,60,0,60,13.096021455450709,13.190165519714355,535075.7747105905,0.9101514645536074,-0.0941440642636468,3876000910
287000,3,2.5,1600,6315,2.0,0,0,3,8,1600,0,98092,47.2611,-122.198,1608,4300,2014,11,7,12,0,12,12.567240979056246,12.495537757873535,267141.5681206432,1.0743367347098471,0.0717032211827106,7299601790
174900,3,1.0,1100,6000,1.5,0,0,2,6,1100,0,98108,47.5279,-122.318,960,5880,2014,11,11,99,0,99,12.071975378543236,11.934866905212402,152490.92231681544,1.1469535192175402,0.1371084733308336,7883606725
419000,7,3.25,4340,8521,2.0,0,0,3,7,2550,1790,98106,47.52,-122.338,1890,8951,2014,9,10,39,0,39,12.945628585536271,12.88017749786377,392454.1326158553,1.067640687606489,0.0654510876725016,6453300306
870000,4,1.75,1920,3600,2.0,0,0,4,8,1920,0,98119,47.6382,-122.368,1920,3600,2014,11,12,118,0,118,13.676249640055394,13.665911674499512,861052.2898772507,1.0103915990096546,0.0103379655558821,7011200515
475999,4,1.75,1880,4175,1.5,0,0,3,7,1090,790,98107,47.6646,-122.364,1700,3758,2014,11,21,81,0,81,13.073173133213556,13.251956939697266,569181.8072887348,0.8362863919832473,-0.1787838064837092,1982201465
920000,4,3.0,3130,12381,2.0,0,0,3,9,3130,0,98006,47.5599,-122.118,3250,10049,2015,4,7,30,0,30,13.732130035981154,13.674144744873049,868170.665041053,1.0596994773562134,0.0579852911081069,8965460090
1120000,4,2.25,4470,60373,2.0,0,0,3,11,4470,0,98072,47.7289,-122.127,3210,40450,2014,5,14,37,0,37,13.928840136128022,13.954561233520508,1149181.3339820616,0.9746068500077838,-0.0257210973924859,2481620310
241000,3,2.0,1650,6000,1.0,0,0,3,7,1650,0,98023,47.2904,-122.353,1870,6000,2015,2,19,35,0,35,12.392556361841775,12.455740928649902,256718.9108838171,0.9387699533715654,-0.0631845668081254,6664900260
535000,5,2.5,3190,6178,2.0,0,0,3,8,3190,0,98059,47.5104,-122.154,2480,7548,2015,5,5,22,0,22,13.190023895035274,13.191691398620604,535892.8603026449,0.9983338828172844,-0.001667503585331,323059316
255000,2,1.0,1260,7810,2.0,0,0,3,6,1260,0,98178,47.5003,-122.248,1260,7755,2014,8,20,80,0,80,12.449022745701502,12.22193717956543,203197.2087753008,1.2549384981069482,0.227085566136072,4060000170
385000,3,1.75,2370,6360,1.0,0,3,3,7,1280,1090,98178,47.5039,-122.24,1990,6360,2014,7,20,71,0,71,12.861001210669146,12.782580375671388,355961.3962242067,1.081577957845471,0.0784208349977593,4058800930
970000,5,2.75,3500,5040,2.0,0,2,3,9,2950,550,98126,47.5527,-122.379,1450,5040,2014,7,8,98,1,18,13.785052381406867,13.780295372009276,965396.6538884926,1.0047683468685806,0.0047570093975917,3100500065
535000,2,1.0,980,4120,1.0,0,0,3,7,830,150,98115,47.6815,-122.291,1760,4120,2014,7,30,75,1,11,13.190023895035274,13.193413734436035,536816.6447967103,0.9966158933141904,-0.0033898394007607,3290800215
549900,5,3.0,3610,7555,2.0,0,0,3,8,3610,0,98038,47.3534,-122.012,3610,7979,2014,9,19,22,0,22,13.217493541006707,13.122408866882324,500021.7452563287,1.0997521712142777,0.0950846741243847,5104511530
374950,4,2.5,1980,12062,2.0,0,0,3,8,1980,0,98031,47.4038,-122.167,2300,7902,2015,3,23,33,0,33,12.834550629748248,12.688684463500977,324059.1622523408,1.1570418111123522,0.1458661662472717,8078100140
495000,4,1.75,1600,6380,1.0,0,0,3,8,1130,470,98125,47.701,-122.306,1090,6380,2014,5,2,66,0,66,13.112315061750808,13.029937744140623,455857.5049309441,1.085865637059075,0.0823773176101827,5101405331
360000,4,1.75,1750,18810,1.0,0,0,3,7,1220,530,98059,47.4719,-122.074,1840,17424,2014,12,5,48,0,48,12.793862088206213,12.725662231445312,336266.492700216,1.0705794594912037,0.0681998567609003,5095400630
499160,4,2.5,2628,11466,2.0,0,0,3,9,2628,0,98001,47.2904,-122.264,2849,10909,2015,4,26,11,0,11,13.12068396798544,12.972110748291016,430244.2819978314,1.1601781148192365,0.1485732196944234,8956200990
1375000,4,3.5,3500,9523,2.0,0,0,3,10,2460,1040,98033,47.6848,-122.208,3160,5997,2014,10,24,29,0,29,14.13396501635527,14.030594825744627,1239965.3817783557,1.108901925977948,0.1033701906106419,3885804260
510000,2,2.25,1470,1101,2.0,0,0,3,8,1340,130,98115,47.6768,-122.301,1470,1582,2014,12,5,20,0,20,13.1421679654829,13.118698120117188,498169.72578464233,1.0237474772211907,0.023469845365712,7169500020
659000,4,2.0,1980,23625,2.0,0,0,3,8,1980,0,98072,47.7553,-122.092,2300,24640,2014,11,19,87,1,41,13.398480330934175,13.149556159973145,513781.9402299874,1.2826453177879469,0.2489241709610308,1630700135
2453500,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,98112,47.6319,-122.288,3710,8828,2014,5,29,90,0,90,14.71302654209302,14.692622184753418,2403945.1753218696,1.0206139579166964,0.0204043573396006,1118000110
426000,4,2.5,2800,8494,2.0,0,0,3,8,2800,0,98038,47.3521,-122.009,3740,8494,2014,5,20,21,0,21,12.962196972666591,13.00408935546875,444225.2818821527,0.9589728846477774,-0.0418923828021569,5104520150
368000,5,1.75,2590,9394,1.0,0,0,4,7,1390,1200,98198,47.3941,-122.307,2580,9049,2015,3,26,62,0,62,12.81584093453868,12.63318920135498,306565.2623460591,1.2003969307670344,0.1826517331837003,6790600790
354000,2,1.0,1390,7740,1.0,0,0,4,6,1390,0,98126,47.5232,-122.371,1290,7740,2014,10,3,100,0,100,12.777055016970678,12.800145149230955,362269.0290113356,0.9771743418588597,-0.023090132260279,4365200505
547500,3,3.5,1650,2262,3.0,0,0,3,8,1650,0,98103,47.6823,-122.347,1620,3166,2014,6,11,15,0,15,13.213119567155143,13.31687831878662,607359.8161848709,0.9014425805103798,-0.1037587516314779,3362400432
378000,3,2.5,1650,2082,3.0,0,0,3,8,1650,0,98133,47.7108,-122.332,1650,1965,2014,10,8,18,0,18,12.84265212010087,12.96391773223877,426733.6763577792,0.8857983818532281,-0.1212656121378987,6130500070
325000,3,1.5,1270,1067,3.0,0,0,3,8,1270,0,98133,47.7236,-122.353,1090,1118,2014,10,3,16,0,16,12.691583538230216,12.62389087677002,303727.9214330882,1.0700366251036229,0.0676926614601978,832700240
315500,3,1.0,1160,10500,1.0,0,0,4,7,1160,0,98034,47.7267,-122.227,1520,10500,2014,9,30,59,0,59,12.66191713053049,12.83829116821289,376355.1449989594,0.8383039376301668,-0.1763740376824003,3755000060
297975,3,2.25,2820,8100,1.0,0,0,4,7,1720,1100,98168,47.4944,-122.304,1040,8100,2015,3,13,78,0,78,12.60476822533152,12.732430458068848,338550.1467232864,0.8801502609997377,-0.1276622327373289,3826000460
565000,2,1.75,1720,3000,1.0,0,0,5,7,860,860,98103,47.686,-122.351,1360,4500,2015,2,17,100,0,100,13.244582780038517,13.248465538024902,567198.0265862888,0.9961247633396793,-0.0038827579863855,1923300315
525000,3,2.5,1740,2350,2.0,0,0,3,8,1120,620,98112,47.6206,-122.297,1750,3802,2014,9,15,29,0,29,13.171155446333852,13.268950462341309,578936.8799828149,0.9068346103906596,-0.0977950160074563,9828701608
303697,4,2.0,2520,7334,1.0,0,0,3,7,1600,920,98125,47.7263,-122.291,2040,7937,2015,2,26,70,0,70,12.623789065565992,12.997653007507324,441375.26863567374,0.688069816278451,-0.3738639419413321,1453601502
510000,3,1.75,1370,6700,1.0,0,0,3,8,1370,0,98117,47.6982,-122.362,1180,6694,2014,11,13,85,1,13,13.1421679654829,13.277691841125488,584019.7786896761,0.8732580960601214,-0.1355238756425887,534000195
372500,3,1.5,1180,12324,1.0,0,0,3,7,800,380,98074,47.6337,-122.032,1280,11371,2014,6,5,44,0,44,12.827995001361906,12.87062644958496,388723.6182174055,0.9582643877112405,-0.0426314482230552,6817800510
504500,3,2.5,1820,1545,3.0,0,2,3,8,1640,180,98103,47.6523,-122.346,1440,1290,2014,9,4,27,0,27,13.131325100934392,13.276453018188477,583296.7283115115,0.8649114173165227,-0.1451279172540847,1972202023
265000,3,2.5,1780,6527,2.0,0,0,3,8,1780,0,98092,47.2578,-122.217,2040,8840,2014,7,22,36,0,36,12.487488878546143,12.509432792663574,270879.4321342909,0.978295021929254,-0.0219439141174291,4137020360
438000,3,1.75,1520,6380,1.0,0,0,3,7,790,730,98115,47.695,-122.304,1520,6235,2014,6,24,77,0,77,12.989976472461,12.960814476013184,425411.4619628237,1.029591440670389,0.0291619964478169,5101402488
470000,3,1.75,1310,8600,1.0,0,0,4,7,1310,0,98033,47.686,-122.185,2510,8515,2014,10,31,38,0,38,13.060490101343552,13.10999584197998,493853.314116488,0.9516995969559058,-0.0495057406364285,1238501099
369000,4,2.5,2550,7349,2.0,0,0,3,9,2550,0,98023,47.3059,-122.349,2400,8508,2015,5,4,36,0,36,12.818554633046093,12.765170097351074,349817.629369452,1.054835345677473,0.0533845356950184,9264950410
638000,3,2.5,2110,3600,2.0,0,0,3,9,2110,0,98052,47.665,-122.082,2540,4384,2014,6,16,20,0,20,13.366095129723815,13.39350414276123,655728.8327399297,0.9729631642612836,-0.0274090130374133,9510970520
710000,3,3.25,3740,136915,2.5,0,0,3,11,3100,640,98166,47.4549,-122.363,2400,16104,2014,6,26,35,0,35,13.47302165746721,13.875244140625,1061552.6925581614,0.6688316133314313,-0.4022224831577894,7680400140
375000,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,98118,47.543,-122.28,1600,5766,2014,6,4,70,0,70,12.83468397161566,13.017356872558594,450158.3330665912,0.8330402270805611,-0.1826729009429346,6607000126
698000,4,3.5,3630,5670,2.0,0,0,3,10,3630,0,98056,47.5189,-122.206,1620,5400,2015,3,24,55,1,17,13.45597581440824,13.686516761779783,878978.4185548192,0.7941036836235676,-0.230540947371546,3342101270
590000,3,2.25,2300,12430,1.0,0,2,4,8,1580,720,98166,47.435,-122.347,2500,12430,2014,7,22,65,0,65,13.28787951079572,13.287819862365724,589964.8084162249,1.0000596503101085,5.964842999794939e-05,6117500785
535000,5,2.25,2520,49222,2.0,0,0,4,8,2520,0,98027,47.4918,-122.064,2780,55321,2014,6,11,47,0,47,13.190023895035274,13.26767635345459,578199.7197959658,0.9252858167914538,-0.0776524584193154,3388300590
650000,3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,98024,47.553,-121.887,1710,64033,2015,3,2,49,0,49,13.384729180332174,13.39772891998291,658505.0054271667,0.9870843723934192,-0.0129997396507359,2324079057
725000,4,2.5,3750,218506,2.0,0,0,3,10,3750,0,98092,47.3045,-122.103,2540,39413,2015,3,19,34,0,34,13.493928313146206,13.486967086791992,719970.6295347844,1.0069855217128307,0.006961226354214,1321059013
476000,3,1.0,1140,5500,1.5,0,0,4,6,1140,0,98199,47.6606,-122.395,1690,4400,2014,6,11,117,0,117,13.073175234051686,13.069541931152344,474273.6822034149,1.0036399190201,0.0036333028993418,7010700905
320000,4,2.75,2150,9163,1.0,0,0,3,8,1340,810,98003,47.266,-122.307,2260,7750,2014,11,6,33,0,33,12.676079399771028,12.572813034057615,288603.6490185706,1.1087870894501723,0.1032663657134094,7212651210
359950,5,2.75,2844,3990,2.0,0,0,3,8,2844,0,98092,47.3259,-122.167,2273,3900,2015,4,28,12,0,12,12.793723190057223,12.886247634887695,394843.63400994526,0.9116267023085236,-0.092524444830472,1041440050
550000,2,1.0,1070,3000,1.0,0,0,4,7,870,200,98103,47.6828,-122.353,1890,3300,2015,5,3,99,0,99,13.21767537538882,13.19637680053711,538409.6298569797,1.0215270483666852,0.0212985748517091,2708100130
150000,3,1.0,1010,25000,1.0,0,0,3,6,1010,0,98014,47.6927,-121.901,2020,101494,2014,5,21,59,0,59,11.918397239722838,12.49652099609375,267404.36207722535,0.5609482165316383,-0.5781237563709123,3426079024
720000,4,3.25,3276,10801,2.0,0,0,3,9,3276,0,98166,47.4585,-122.361,2010,11656,2015,2,18,17,0,17,13.487007879880162,13.347197532653809,626056.521132359,1.1500559066100355,0.1398103472263532,2523039346
620000,3,2.25,2190,45738,1.0,0,0,3,8,2190,0,98052,47.7108,-122.12,2970,4496,2014,7,22,35,0,35,13.3374763699232,13.430578231811523,680495.6864751847,0.911100558493561,-0.0931018618883232,2526059086
271500,3,1.75,1995,18360,2.0,0,0,3,7,1995,0,98198,47.4129,-122.322,1980,13640,2014,8,21,68,0,68,12.511721101590595,12.615485191345217,301185.5717302689,0.90143760353549,-0.1037640897546179,2868300115
630000,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,98077,47.7649,-122.049,2740,33447,2014,5,28,32,0,32,13.353476685668044,13.37950611114502,646613.8505496788,0.9743063800202308,-0.0260294254769757,4298100070
625000,4,2.25,2660,22194,1.0,0,0,4,8,2180,480,98008,47.6142,-122.107,2660,18135,2014,12,22,48,0,48,13.34550852871726,13.502196311950684,731019.1563008052,0.8549707550246746,-0.1566877832334245,4039800180
556300,4,2.5,2030,7140,1.0,0,0,4,7,1400,630,98008,47.6244,-122.109,1800,7565,2015,3,20,57,0,57,13.229064793652997,13.219274520874023,550880.2352405303,1.009838372141094,0.0097902727789733,3275750050
660000,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,98177,47.7728,-122.386,2340,10856,2015,1,2,61,0,61,13.399996629152977,13.279921531677246,585323.4171170042,1.127581744893812,0.1200750974757287,7278700070
1900000,4,3.25,4130,112521,2.0,0,0,3,11,4130,0,98005,47.6392,-122.165,3140,26147,2014,6,9,47,0,47,14.45736497045232,14.014728546142578,1220446.9801367444,1.5568066707716506,0.4426364243097413,1727001300
517000,4,1.0,1650,8250,1.0,0,0,3,7,1650,0,98008,47.6366,-122.118,2240,9776,2015,4,28,59,0,59,13.155800087724671,13.120288848876951,498962.81090984365,1.036149365635619,0.0355112388477198,259700180
509500,2,2.5,1590,1485,2.0,0,0,3,8,1300,290,98199,47.6375,-122.387,1880,3675,2014,11,18,31,0,31,13.141187094351528,13.166465759277344,522543.6738080846,0.975038117459106,-0.0252786649258158,2771604226
485000,3,1.75,1950,10080,1.0,0,0,4,7,1950,0,98034,47.7282,-122.186,2340,8800,2015,2,4,58,0,58,13.091906231773164,13.026382446289062,454239.6698147417,1.0677182822843363,0.0655237854841015,3288200470
550000,5,1.0,2150,262231,1.5,0,0,3,7,2150,0,98065,47.5519,-121.803,1460,46609,2014,8,26,125,1,25,13.21767537538882,12.929025650024414,412100.78550851,1.3346249736489335,0.2886497253644045,2024089011
186375,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,98166,47.472,-122.344,1150,7600,2015,4,28,73,0,73,12.135521417579138,12.41005516052246,245254.3423621987,0.7599253827879469,-0.2745337429433228,1665400045
328000,2,2.25,1550,2079,2.0,0,0,3,8,1550,0,98106,47.54,-122.368,1420,1977,2014,12,5,17,0,17,12.700771936142122,12.703136444091797,328776.47860515123,0.9976382781139166,-0.0023645079496752,8165500110
1965000,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,98004,47.6203,-122.212,2370,13320,2015,2,26,74,0,74,14.49100331219122,14.391584396362305,1779038.9029093012,1.1045289660538578,0.0994189158289167,8964800025
719000,5,2.0,3110,6131,1.0,0,0,5,7,1560,1550,98118,47.5615,-122.279,1720,6600,2014,9,16,85,0,85,13.4856180275228,13.424534797668455,676395.5514928964,1.0629874759126814,0.0610832298543435,4154300465
458000,4,3.0,3280,62726,1.5,0,0,3,7,3280,0,98077,47.7509,-122.056,3210,73616,2014,12,12,46,0,46,13.034626646500053,13.239465713500977,562116.2367858039,0.8147781010896546,-0.2048390670009254,826069016
336800,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,98155,47.7734,-122.315,1790,12743,2015,1,29,67,0,67,12.72724753046704,12.849827766418455,380722.1564192499,0.8846346195547312,-0.1225802359514158,3971700510
970000,4,2.75,3980,9209,2.0,0,0,3,11,3980,0,98074,47.6286,-122.064,3800,9333,2015,3,6,23,0,23,13.785052381406867,13.819829940795898,1004327.7248113336,0.9658201959745938,-0.0347775593890293,8001470480
500000,3,2.5,1210,1200,3.0,0,0,3,8,1210,0,98103,47.6543,-122.345,1210,1200,2014,5,20,17,0,17,13.122365377402328,13.042744636535645,461733.1800114525,1.082876478548928,0.0796207408666838,1931300308
630000,3,2.5,2900,46609,2.0,0,0,3,9,2900,0,98077,47.7731,-122.086,2570,42188,2015,2,17,38,0,38,13.353476685668044,13.423197746276855,675491.7788723084,0.932653837847954,-0.0697210606088116,7214720400
239000,3,1.0,1510,15022,1.0,0,0,3,7,1510,0,98003,47.3304,-122.304,1510,12970,2014,7,17,63,0,63,12.384223015005311,12.283110618591309,216015.6179350181,1.1064014828404494,0.1011123964140043,421049170
575000,4,2.5,2400,6137,2.0,0,0,3,8,2400,0,98074,47.6187,-122.04,2120,7468,2014,7,7,35,0,35,13.26212705890841,13.297078132629396,595452.2341557133,0.9656526032105456,-0.0349510737209843,1954430390
234000,3,1.0,1040,8128,1.0,0,0,3,6,1040,0,98019,47.7425,-121.981,1520,7500,2014,6,28,42,0,42,12.36308066783498,12.455002784729004,256529.4845627691,0.9121758475398314,-0.0919221168940236,2130702270
347500,4,2.5,2460,7350,2.0,0,0,3,9,2460,0,98023,47.3061,-122.349,2390,8568,2014,5,8,36,0,36,12.758522821680684,12.719338417053224,334146.7091135483,1.0399623594135534,0.0391844046274627,9264950420
245000,2,1.0,990,4800,1.0,0,0,3,6,990,0,98118,47.5615,-122.28,1700,5400,2015,1,15,117,0,117,12.409017571151187,12.72463607788086,335921.6075967745,0.7293368287701433,-0.3156185067296722,4154300275
395000,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,98059,47.4787,-122.129,2250,4556,2014,5,28,19,0,19,12.886643575525625,12.845654487609863,379136.6033174037,1.0418408471875134,0.0409890879157615,6084200080
392400,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,98155,47.7733,-122.318,1830,14373,2015,4,21,83,1,55,12.880039555090075,12.996261596679688,440761.5599758822,0.890277273774672,-0.1162220415896104,3971700560
366000,3,2.25,1445,1028,2.0,0,0,3,7,1300,145,98027,47.5339,-122.067,1445,1377,2014,8,29,20,0,20,12.810391344620207,12.71358871459961,332230.9719476364,1.1016432268623229,0.0968026300205977,291310370
135000,3,1.0,840,3000,1.0,0,0,3,5,840,0,98178,47.494,-122.275,1010,6000,2015,1,5,82,0,82,11.81303746480054,11.912824630737305,149166.42782260675,0.905029382084192,-0.0997871659367657,179001101
1698890,4,4.5,3860,15246,2.0,0,4,3,11,2940,920,98006,47.56,-122.161,3750,14790,2014,9,22,21,0,21,14.345486243210503,14.178593635559082,1437754.2995319422,1.1816274870838988,0.1668926076514214,7856410411
707000,5,4.5,3540,21217,2.0,0,0,4,8,2940,600,98188,47.4274,-122.28,1290,12040,2015,1,5,99,0,99,13.468787359304866,12.958049774169922,424236.9476841083,1.666521513176736,0.5107375851349438,239000155
257000,4,2.75,2330,7642,1.0,0,0,3,8,1800,530,98023,47.2946,-122.37,2320,7933,2014,6,5,35,0,35,12.456835254920373,12.533794403076172,277559.55458283337,0.925927411817136,-0.0769591481558009,2944500470
527000,4,2.5,2900,6736,2.0,0,0,3,8,2900,0,98059,47.4954,-122.152,2900,6736,2014,10,20,12,0,12,13.174957725054906,13.183195114135742,531359.0411937753,0.9917964298038816,-0.0082373890808362,1023059511
410000,3,1.0,1410,5060,1.0,0,0,4,7,910,500,98133,47.7073,-122.34,1130,5693,2014,6,9,69,0,69,12.923914877701906,12.794377326965332,360185.53426163865,1.1383022387072772,0.1295375507365737,6300000287
292000,3,1.0,1730,21183,1.0,0,0,3,7,1030,700,98168,47.5024,-122.332,1610,13000,2015,3,27,70,0,70,12.584512505902088,12.463820457458496,258801.48859384493,1.128277899739038,0.1206920484435922,798000421
525000,3,1.0,1450,4000,1.0,0,1,4,8,950,500,98118,47.5554,-122.266,1880,4000,2014,5,21,77,0,77,13.171155446333852,13.129945755004885,503804.5983092185,1.0420706793108157,0.0412096913289694,1231000660
575000,5,2.25,3550,7992,2.0,0,0,3,8,3550,0,98034,47.7285,-122.179,2110,7992,2014,11,5,57,0,57,13.26212705890841,13.31648063659668,607118.327626438,0.94709708772587,-0.0543535776882695,3876301140
310000,3,2.5,2242,5744,2.0,0,0,3,8,2242,0,98092,47.2597,-122.199,2009,5712,2014,11,8,13,0,13,12.644330802262578,12.67275619506836,318938.3362120452,0.971974719884089,-0.0284253928057811,7299601630
555000,3,2.5,2690,4819,2.0,0,0,3,7,2690,0,98065,47.5302,-121.849,2360,4829,2015,4,3,21,0,21,13.22672519452875,13.015856742858888,449483.54194510414,1.2347504373536833,0.2108684516698638,7853230460
369950,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,98103,47.6937,-122.342,1370,1320,2014,5,6,19,0,19,12.821125843418026,12.84268283843994,378011.6117412328,0.9786736399337084,-0.0215569950219158,993000327
726888,5,3.0,2970,7261,2.0,0,0,3,9,2970,0,98075,47.5994,-122.019,2970,8437,2015,4,15,26,0,26,13.496529062602688,13.545655250549316,763488.9576806778,0.9520609207081868,-0.0491261879466282,7215720410
